===============================================================================
  MT PARAMETERS
 STREAMID= 0
   PERIOD= 2^19937 - 1
       NN=     624 MM=     397 WW= 32 RR= 31
     AVEC= 0x9908B0DF WMASK= 0xFFFFFFFF UMASK= 0x80000000 LMASK= 0x7FFFFFFF
      MAG= 0x00000000 0x9908B0DF
@ 3FE56A6B2E977273 0.6692405614845270
@ 3FD49C5C7ABC347F 0.3220435331903175
@ 3FE561523E8897D2 0.6681300374373171
@ 3FD7F905EB126719 0.3745741649268993
@ 3FE15C840B19B0E8 0.5425434319309064
@ 3FE6C1BCDBFDA70D 0.7111496254630950
@ 3FE907E498F6FF9A 0.7822134959787832
@ 3FE8A2CBDE623F47 0.7698726027901807
@ 3FB2C3EB7A84E921 0.0733019994849298
@ 3FBF8CEE28EC851A 0.1232441759025459
@ 3FBDDEA9288C787A 0.1166787837978251
@ 3FB66750195A9BD9 0.0875139295481938
@ 3FD8B1CD94DD9858 0.3858522371068651
@ 3FE113372ADD5CCD 0.5335956418229216
@ 3FE910FED8DDFB90 0.7833246455846723
@ 3FD00ABC0BA79BD7 0.2506551851096765
@ 3FE3B4E50EB03474 0.6158318793183200
@ 3FE530D57975ABD4 0.6622111675509310
@ 3FED14E3945476FF 0.9087999245709567
@ 3FAD80AD682F0C82 0.0576223554303619
@ 3FEB4294B2123F3F 0.8518775442080154
@ 3FD247D6F00CC555 0.2856347412335556
@ 3FEE85B409BF3622 0.9538212004060294
@ 3FD89F061DF47DAA 0.3847060482530319
@ 3FE48A9B34C5EE19 0.6419197111822000
@ 3FD03F25B8669DDF 0.2538542080678478
@ 3FE3C5FE736BD210 0.6179191831893736
@ 3FEF8EB14F166C22 0.9861685318641131
@ 3FED0B3FAB4E8217 0.9076231332620094
@ 3FD7BFBC18CC1039 0.3710775606307411
@ 3FEC4F3D9D24DE06 0.8846729344576836
@ 3FB10EB92E944109 0.0666309107512043
@ 3FCEFA16C245BFF2 0.2420071076007840
@ 3FE3948E6C15D7FB 0.6118843184510746
@ 3FB5C7009F6CDAB1 0.0850677861425122
@ 3FE7DCF90CE50654 0.7457242252205085
@ 3FE398149C7CDA62 0.6123145157242329
@ 3FDABEFCB3764310 0.4179069283064090
@ 3FE4B723420D72B9 0.6473556795204650
@ 3FDF77088841A7C0 0.4916402178411055
@ 3FE53BF696C1B96E 0.6635697311847204
@ 3FE6B02187013351 0.7090003620920503
@ 3FE90D1696D3A76D 0.7828476854167384
@ 3FD0B00895D616A7 0.2607442343945458
@ 3FEE153DD9119BC0 0.9400929679512657
@ 3FD21C6904523F51 0.2829840223503100
@ 3FB2576FF6DFB5B1 0.0716466882438087
@ 3FAD2A0B83F058C2 0.0569614027555630
@ 3FD58C6FCB8191F9 0.3366965758671366
@ 3FC458BCE3E01FE9 0.1589580643342281
@ 3FE3B81BA2C036B3 0.6162241152503242
@ 3FE19EE26834BD75 0.5506450686715839
@ 3FED6118D083E968 0.9181026527942722
@ 3FDC3029D0E89332 0.4404396572229415
@ 3FE8CC284CB75063 0.7749215601311444
@ 3FE6412CBED28EB7 0.6954559065820466
@ 3FC8CA986F3890DE 0.1936827223845574
@ 3FD6DE2A69E5E391 0.3573099168930237
@ 3FD32E6D1D85AA83 0.2997086323072510
@ 3FE0A85B4A40673B 0.5205513429857328
@ 3FE81228538D899A 0.7522164947406964
@ 3FE3DF3B8A7732AE 0.6210000709921439
@ 3FE2DB4AD8B178BC 0.5892690880098352
@ 3FE7A0CAC6994D5B 0.7383779410251167
@ 3FE0D5663A01CBB3 0.5260497219991208
@ 3FE92BBFEFCFB84A 0.7865905460182685
@ 3FE2089B6D2C59D9 0.5635506756105385
@ 3FC5A9D9DA5A7095 0.1692459407976271
@ 3F8CD952565ECFC2 0.0140863831146375
@ 3FED7C6AFB44357E 0.9214377315089874
@ 3FD92DA5366FFEB2 0.3934109717956559
@ 3FC78D0B0AC6C9F1 0.1839917948360177
@ 3FE8F3B444CA753D 0.7797490447589223
@ 3FC5ED9136CD3881 0.1713124768816137
@ 3FE952ECF74E8AC4 0.7913727598391564
@ 3FD9BD9448FBEE40 0.4021959984527008
@ 3FE234E7F0A8BC20 0.5689582538960885
@ 3FE10B77B8BFCF7B 0.5326498611816385
@ 3FE7ACEAA9DFF532 0.7398579900615572
@ 3FE32026731D62F5 0.5976745842300192
@ 3FD73D6C39409449 0.3631239470581176
@ 3FC08541980DBD79 0.1290666572999546
@ 3FE3C7470C6D4FB7 0.6180758707728192
@ 3FE55CD71316104C 0.6675830242898058
@ 3FC041313F4CA895 0.1269895133094151
@ 3FD73D7DDDBDA435 0.3631281533658382
@ 3FDB032B8B8AF21C 0.4220684874269709
@ 3FEDE2D02E470C19 0.9339371589525199
@ 3FE0F72F34E51A58 0.5301738770584263
@ 3FE9A544E46A0154 0.8014244519436411
@ 3FD83DFA54061820 0.3787828274292924
@ 3FC90E4C64C5F4E2 0.1957488529259655
@ 3FE5BEDB9D20282B 0.6795480793819072
@ 3FDCB279636199CE 0.4483931990165758
@ 3FE7E3A53FC2D069 0.7465387578327071
@ 3FC3A79E9D5F0C35 0.1535528438963369
@ 3FE2296AFFBD4910 0.5675559039030151
@ 3FEDA302F19DA2D2 0.9261488646562503
@ 3F96D10CD1364421 0.0222818377201898
@ 3FE0F947E406BDA1 0.5304297879828718
@ 3F888B6030AC3A82 0.0119845881322622
@ 3FEEB959DA05E06F 0.9601258524189812
@ 3FB31F0C50EEED39 0.0746925065604288
@ 3FCF55F58D69E286 0.2448107662674099
@ 3FDEC9DAF6BF65EC 0.4810702714581498
@ 3FE9972285056D93 0.7996990774221778
@ 3FED09AEFE4F8615 0.9074320761685067
@ 3FDE035DF42D0946 0.4689555058031555
@ 3FE97FDFC7E6A4A5 0.7968596367183137
@ 3FEAB8490D0F11DB 0.8349957709365826
@ 3FC75A4D8FF9B2B1 0.1824433281903075
@ 3FEA62490DFE5430 0.8244977258024218
@ 3FE581EBCCCCEDA8 0.6721095085153381
@ 3FCDE06DA4CD64C2 0.2334115080546209
@ 3FDB9EE0F994B024 0.4315721928894638
@ 3FE4A0602A3DB7AE 0.6445771050473377
@ 3FD6E36A8AF0AACB 0.3576303822361921
@ 3FC7B9A777C56719 0.1853532156772466
@ 3FEDB7E4E6299033 0.9286980147703673
@ 3FE4FACFD64836DC 0.6556166825482381
@ 3FD6075A870AEEC3 0.3441988295341895
@ 3FE8A14B3DF19CBE 0.7696891984786800
@ 3FDAEECDF038285E 0.4208254667179342
@ 3FE7C3DA9658B0FF 0.7426579414800755
@ 3FE73C306331A80B 0.7260972916967615
@ 3FE75E752FAFD9AF 0.7302804881463113
@ 3FE9894235FCFC12 0.7980052046258399
@ 3FDE3062F8E90B9E 0.4717032843365646
@ 3FEAC4926C5750FB 0.8364956012760837
@ 3FB23CF1F7B34E41 0.0712424497353874
@ 3FED7AC39DDB261A 0.9212358554006557
@ 3FDE3E1CB7D8D098 0.4725410266285137
@ 3FD63917F74A1A79 0.3472347178398319
@ 3FBFB286860DD182 0.1238178326873989
@ 3FE3297B7ADA76ED 0.5988137626152060
@ 3FE94C0BF9ECAE1E 0.7905330544794571
@ 3FEFBDEDE02E3D32 0.9919347170379409
@ 3FE7EF72D7600E6B 0.7479795652911440
@ 3FE9A02F9A383BC7 0.8008039486029411
@ 3FB09F34C20A0DF9 0.0649292920807553
@ 3FDE681B29EB6490 0.4751041325922154
@ 3FC76CFB6E43A7A1 0.1830133713149822
@ 3FEB51215191D015 0.8536535828739057
@ 3FE1E92B9A55C6DC 0.5597131742817640
@ 3FE79DB463B116B4 0.7380010554413361
@ 3FEC5F1C7318F1BC 0.8866102455136153
@ 3FE0CC6FD479C1DE 0.5249556684412331
@ 3FD95A9E78C16E6A 0.3961559466604060
@ 3FAAD58F34A589E2 0.0524105788961327
@ 3FE9F46DE4358FA5 0.8110875565730465
@ 3FAFC33E7E4C26B2 0.0620364693805419
@ 3F9A7ECC22D5A562 0.0258743187199902
@ 3FE6B746F3D28817 0.7098726999431645
@ 3FECA36253701396 0.8949443463940152
@ 3FDBBF6521545F06 0.4335568261608248
@ 3FC9A7E2D84A1BAE 0.2004359775639534
@ 3FE7BAB46D483D2B 0.7415411123674053
@ 3FDC1ADC1ADE1A48 0.4391393911722941
@ 3FE06DB8F9F0132B 0.5133938676450261
@ 3FCAB6ED5D49DDFE 0.2087074952612368
@ 3FEA2B3DA9037744 0.8177784253163982
@ 3FE5B58637FBE383 0.6784087270199141
@ 3FE1B12064E11617 0.5528718920037957
@ 3FCDECB8FA8CADD2 0.2337866996179928
@ 3FD94C10001099BE 0.3952674866326581
@ 3FE6FB2E95212BFB 0.7181618607222612
@ 3FEB78FB41A34BDA 0.8585182458867806
@ 3FB6EB1158360969 0.0895243492468915
@ 3FE0C2D4BA94D2B5 0.5237830776373672
@ 3FD9FDD08629C1E6 0.4061166105448407
@ 3FD9ACAC6AB56A06 0.4011641542507792
@ 3FC4E124255C3489 0.1631207640097368
@ 3FB50215C1A93E71 0.0820630643659059
@ 3FEF3AB90AAF92E7 0.9759183129031869
@ 3FD464158A2EA2ED 0.3186086511073388
@ 3FD089C1BA3E4659 0.2584080046445699
@ 3FEB06DBD6870B7B 0.8445872488012890
@ 3FD08B5AA5F0C557 0.2585054989350132
@ 3FD1EF9F0F0E96A3 0.2802503249207381
@ 3FEECFD94D9EECDF 0.9628721729308402
@ 3FE2762E3C8D33FA 0.5769263441703736
@ 3FC426800372EF05 0.1574249283638595
@ 3FCB4C6CBC82E6CE 0.2132697983232021
@ 3FEC5ED50C96A0E3 0.8865761991374054
@ 3FE40B6D7756A3C7 0.6263949709729041
@ 3FE1879180CAD1CD 0.5477988734697249
@ 3FE962F9DEB966D6 0.7933320379335906
@ 3F8E7D10A46FA282 0.0148869800741107
@ 3FECD72E66323A75 0.9012672420520419
@ 3FCEE45AACE244D6 0.2413438171538817
@ 3FC270A8F1A603C9 0.1440631084369939
@ 3FE75783FFB7C894 0.7294330591669387
@ 3F882BD8C7DA7482 0.0118023811331176
@ 3FE3127E10E81768 0.5960073785979434
@ 3FE1AF93D92EED19 0.5526828042851860
@ 3FA47C9054EFA1B1 0.0400128463441577
@ 3FE5D5501C462A87 0.6822891761997462
@ 3FD76C8785D52969 0.3659991080245591
@ 3FDF999181E1E3B6 0.4937480705626131
@ 3FDB80961D5BE05C 0.4297232901294643
@ 3FE8B33020CE07A3 0.7718735352248028
@ 3FE0B09C67D9B3F5 0.5215589550331275
@ 3FC6ED58C180628D 0.1791182465392648
@ 3FDE639D8D6A5302 0.4748300438889573
@ 3FEF69BAAC9DF882 0.9816563960482798
@ 3FD9803217476352 0.3984494426090822
@ 3FA54ABE01626E11 0.0415858627977422
@ 3FEC8B5667AB0CA8 0.8920089745301043
@ 3FE4A64A800E3939 0.6452991963467759
@ 3FE9F32C69892D4A 0.8109342633482950
@ 3FD3409D2A64AC4D 0.3008187211987135
@ 3FE1A195A21CE4B6 0.5509746710078136
@ 3FC6CB2354BCD2D1 0.1780742801435254
@ 3FE5AF43DAB92886 0.6776446601809460
@ 3FCF9BB2B014F8DE 0.2469390258574497
@ 3FB9DEB4AABE6A1A 0.1010544697623249
@ 3FD26637E45CC221 0.2874889116383504
@ 3FE9DD772BEF24D5 0.8082843645180683
@ 3FD41BBC3B8E75CF 0.3141928273779201
@ 3FE8BDE12DBA9C14 0.7731786625998915
@ 3FD4626E622452F1 0.3185077627579594
@ 3FD9D7E4BE0D260A 0.4038020950289086
@ 3FD4C3109843D3E3 0.3244058119738026
@ 3FEC31D00FA2DC21 0.8810806565660451
@ 3FCE13BC84E4A00A 0.2349773072139672
@ 3FE2A6E15CC32771 0.5828711330188822
@ 3FD05AC1888F90BB 0.2555393060304245
@ 3FBFA8FE26BC6F8A 0.1236723751612187
@ 3FEBCA817A14D214 0.8684699425126063
@ 3FE96C03D9C8665E 0.7944354299135730
@ 3FE07855834B2A3E 0.5146892132118592
@ 3FD93E0797EE57B6 0.3944109901143479
@ 3FE6FCBCED0A73BA 0.7183518056586913
@ 3FE9D864FA4D94F0 0.8076653374415894
@ 3FEA43D6F3AB180A 0.8207812079569987
@ 3FCE8FAC1CEA5CBA 0.2387595311344962
@ 3FC7BC051356D4F5 0.1854254097394585
@ 3FAA4B48B31CA802 0.0513556212084296
@ 3FC99FE5DB46E276 0.2001921959579424
@ 3FEA60CE8A6FE084 0.8243172363136329
@ 3FD0D10D344154B5 0.2627594957642246
@ 3FCE45C699FA5646 0.2365043880314934
@ 3FE435EBD8C27FC2 0.6315821870411968
@ 3FCCF42C2CAF91BE 0.2262015550796956
@ 3FCC1F564BB8C7B6 0.2197063321814860
@ 3FEBB8CD6CE2C7CB 0.8663088919331526
@ 3FDEC394E1210112 0.4806873510861048
@ 3FEECB7A7B185214 0.9623386768531099
@ 3FE1FF4D3603E6CD 0.5624147467599073
@ 3FC15A32CC09272D 0.1355651375072794
@ 3FD4E4E01DBC40B1 0.3264694490799327
@ 3FE1237CF847042D 0.5355820511978259
@ 3FE24F1B983F9205 0.5721567128753696
@ 3FE0D648B1BAA9E0 0.5261577101967383
@ 3FD29ACA283CB559 0.2906976120892373
@ 3FBEA2DB2F598B5A 0.1196724882698112
@ 3FDED53E10972C82 0.4817652856842828
@ 3FECBF2248777E14 0.8983317771307520
@ 3FAE9FD535D13EB2 0.0598131778903030
@ 3FCAD51A41651BAA 0.2096283740340515
@ 3FC98122B0DA9F46 0.1992534030480277
@ 3FDFA2602822EBAC 0.4942856208760371
@ 3FE62E00184FBA29 0.6931152796585752
@ 3FB5EEF5CB8A4139 0.0856774923252076
@ 3FDDDBE4AF25A5FE 0.4665462217731998
@ 3FE702EC0BF85620 0.7191066964903179
@ 3FE286F0D3BEEFA0 0.5789722572003377
@ 3FEDDC4180EBA8B4 0.9331367032985072
@ 3FEC5891B7F7150B 0.8858116715497614
@ 3FA088529BA28061 0.0322900595649578
@ 3FD4455B844D35F5 0.3167332450874192
@ 3FD23EA1CDFBBBB1 0.2850727569156631
@ 3FC58599DC4FC2E5 0.1681396795024944
@ 3FD5F41A006B8009 0.3430237773991399
@ 3FEB63B78D63AE7C 0.8559224854956962
@ 3FE812FC71D2E89C 0.7523176406023313
@ 3FD2871C0E85599D 0.2894964353376056
@ 3FE8C9F682CB9C92 0.7746536783787568
@ 3FCCBE733CD1BD8A 0.2245620772332411
@ 3FB0998A8865D139 0.0648428519251113
@ 3FD9907AD23FBC70 0.3994433453762616
@ 3FE216C470318E4F 0.5652792159348311
@ 3FE6E18E02778E72 0.7150335357841426
@ 3FC45EE93E47F9E9 0.1591464571101391
@ 3FE2A72F33138FA9 0.5829082486711644
@ 3FCF783B16F6C312 0.2458566534164893
@ 3FC3562EB24E40A1 0.1510675783761189
@ 3FD8656999218448 0.3811897273463427
@ 3FEB6B5744F81C34 0.8568531367353729
@ 3FE310015D397C3A 0.5957037754814174
@ 3FE058826A1D4DF0 0.5108043739841701
@ 3FD2EA5E7488DC71 0.2955547464402520
@ 3FE287C834F34063 0.5790749582465761
@ 3FE11CCBB36C19F0 0.5347651008931376
@ 3FDE1A6CE329B49A 0.4703628748309910
@ 3FE5EA062D31A52D 0.6848173983281974
@ 3FE88A306812900D 0.7668687851587507
@ 3FD8372D5773F372 0.3783677438767007
@ 3FD948D394FFC2F2 0.3950699763363864
@ 3FEC7B916446F57D 0.8900839766062486
@ 3FC510F2E9424361 0.1645797385176833
@ 3FCF6C6B4D926C4E 0.2454961899537431
@ 3FB5BF0F6C0D0801 0.0849465979381705
@ 3FD4339FBAD9E325 0.3156508755414953
@ 3FB1CF02F5E28A59 0.0695649957947721
@ 3FEB1908F3427CB3 0.8468060256162943
@ 3FEA17954893CE76 0.8153788011099568
@ 3FE64A2E0D67D50F 0.6965551626041434
@ 3FC5E709A4CC2DB9 0.1711132101703308
@ 3FE591A00D3B366D 0.6740265139030278
@ 3FEA73C7ADF14375 0.8266333005250163
@ 3FCDE4ACAAAA4536 0.2335410912824415
@ 3FD2A3D31CFDAADF 0.2912490637888094
@ 3FCD655FEBBAEAB6 0.2296562100435346
@ 3FED1B81AFD8BF3A 0.9096077379708511
@ 3FE0FB65BF8E42EE 0.5306881657907903
@ 3FC0B9999E568345 0.1306640647062755
@ 3FCC15AF645B7646 0.2194117774987935
@ 3FA2854DDA496411 0.0361732796633946
@ 3FDA7404104C8870 0.4133310469789029
@ 3FE9B2FD202E4A22 0.8030992153674712
@ 3FE99791241FC33C 0.7997518258617684
@ 3FE8FE2B5ECD0EDE 0.7810265399534406
@ 3FE08A4086FE0F1F 0.5168764721460980
@ 3FD334CCBEE7E7C5 0.3000976433100926
@ 3FC57934CBFCE691 0.1677614208254466
@ 3FED20D2C64A49B4 0.9102567551474778
@ 3FEC92FF8250FEA9 0.8929441018335257
@ 3FE314F293106DFE 0.5963070747706636
@ 3FD1A3D31ECF04CD 0.2756240654817475
@ 3FE6F5484FAB2FE9 0.7174417072324079
@ 3FB046DAE4306211 0.0635811621763269
@ 3FEB9C148DFD004E 0.8628027699669560
@ 3F87DC16BC2BC801 0.0116502548384894
@ 3FC27D8571A50B4D 0.1444556050210743
@ 3FE6BE79299A83AE 0.7107511341638337
@ 3FD3DB2E6B81711F 0.3102527665958110
@ 3FD4F787450C2583 0.3276079344073752
@ 3FDBB0B6BD1DB2A6 0.4326607558094032
@ 3FAC3B9CC7C9A0F2 0.0551423066979754
@ 3FEFBC198B1C5F2F 0.9917113987930629
@ 3FB5AB25DCC89A71 0.0846427597067334
@ 3FD392C8D4FC9ECD 0.3058340148877335
@ 3FE4103E178F29B8 0.6269827327862947
@ 3FD2509FF7A79007 0.2861709517003423
@ 3FE9EC6B96B8D3B1 0.8101098960674930
@ 3FEB131D0E6EDD13 0.8460831910987586
@ 3FD2A1B25C77032B 0.2911191847779714
@ 3FB08F1BCE2B4AE1 0.0646836641638333
@ 3FD1D44F32D766B3 0.2785833355425026
@ 3FE738064A133733 0.7255889364985023
@ 3FD4ED94769C8EE9 0.3270007284465764
@ 3FCBA95AB6EC39EA 0.2161057847192319
@ 3FE6966E966FAA67 0.7058632791716491
@ 3FE4436348674A91 0.6332260526781558
@ 3FE04EC0C7B59524 0.5096134090969469
@ 3FDC6F1BCBE33A3C 0.4442815295305171
@ 3FE3881C4C5A3D2B 0.6103650561580357
@ 3FD2D116CABC4EBF 0.2940117816772094
@ 3FE5E6AB6E3C3250 0.6844079163580066
@ 3FE69E2AE3FEC701 0.7068075612098427
@ 3FE35D7AD311807C 0.6051611063412703
@ 3FDC9D2FA39896A2 0.4470938775651608
@ 3FBA8EDA093F6782 0.1037422440125777
@ 3FE592D432F76C7E 0.6741734500350416
@ 3FC44EB0306643C1 0.1586513744664711
@ 3FB6DC1E347EB231 0.0892962339555161
@ 3FECCFF23F265EEA 0.9003840669056136
@ 3FD517D893E7F1A5 0.3295804447550615
@ 3FE35A8715029E01 0.6048007402759482
@ 3FD72F033C753985 0.3622444239053027
@ 3FEC4353F16BD6FB 0.8832187381037494
@ 3FE0B0059EC92914 0.5214870549473596
@ 3FEE63E6BC90A7D9 0.9496949847136832
@ 3FD1EE1C01787929 0.2801580442773167
@ 3FCDF7C61C62B792 0.2341239584542874
@ 3FEF30C5E150CD2C 0.9747037316032325
@ 3FD850810CEBDC5E 0.3799135805306316
@ 3FE8F1520D965C8C 0.7794580712678836
@ 3FEC2963A63420F6 0.8800523992695435
@ 3FE6350E282D3CFE 0.6939764771176724
@ 3FD668034D604D27 0.3500984435679179
@ 3FDF25FB74D7CC1A 0.4866932526630890
@ 3FEBA95573C454AE 0.8644206296036339
@ 3FE117A14F46C0C2 0.5341345356337330
@ 3FEFBDF8D9FB5727 0.9919399507004741
@ 3FEC518F99C85507 0.8849561694684390
@ 3FDF48483A95F4DC 0.4887867519499431
@ 3FE405CBDD4BFEB5 0.6257075617031292
@ 3FE1B570508ED89A 0.5533982823751729
@ 3FC2D999473EB47D 0.1472655866504375
@ 3FEBC02D36324275 0.8672090586206439
@ 3FE73678A1A69EA1 0.7253993184321709
@ 3FD1507AE4BF7507 0.2705371126047144
@ 3FB066C5BA662AD1 0.0640681819988160
@ 3FE5E9C2EBDF1992 0.6847853285660668
@ 3FEE86DC8CECB79B 0.9539625885424700
@ 3FEB1BD7BA2579B8 0.8471487651511813
@ 3FD8575776AD01C2 0.3803309115355910
@ 3FD20D3045E3973D 0.2820549662122749
@ total sum of double1 5.0584861040065920E+02
@ double2
@ 3FD6B205426C45FA 0.3546155117665816
@ 3FEFE493773F20F9 0.9966523484263511
@ 3FBADBE9660CB168 0.1049180864471900
@ 3FA54DEAEB2CC1C0 0.0416100895002987
@ 3FC8763932230228 0.1911078924949987
@ 3FCCD51E9743F078 0.2252538908577468
@ 3FE17045CB7EF3BE 0.5449551558045795
@ 3FE023387129B5BF 0.5042993746007410
@ 3FC143A36F461F4C 0.1348766606645263
@ 3FE4EB104B85753E 0.6536942935014520
@ 3FE520163E4D4598 0.6601668564637064
@ 3FEFADDC628E33F2 0.9899732518111917
@ 3FD7309C5EF1D324 0.3623419692224152
@ 3FC521829315C47C 0.1650851457775707
@ 3FED91EE82A47425 0.9240639258965798
@ 3FC928B8792F4D48 0.1965551940653347
@ 3FEEE35AB96A5EAB 0.9652532216450330
@ 3FC828F651BDEFBC 0.1887500666742862
@ 3FE8ABE820E48D3A 0.7709847109257801
@ 3FB0FE11A5D23C68 0.0663767843091009
@ 3FEE103BE5D88CFB 0.9394816865136869
@ 3FE3D71282A651CF 0.6200039436103512
@ 3FD49A2EE7812F80 0.3219105969226277
@ 3F840F71F301D7C0 0.0097950842175399
@ 3FE41BFC2DB6BEE8 0.6284161465500491
@ 3FC60A0A69A9B5D4 0.1721814170772819
@ 3FE3888CEC8B5022 0.6104187603000393
@ 3FE5C8E8F44D3761 0.6807751437679422
@ 3FC6C44958F29148 0.1778651890100582
@ 3FEF70EFCE70EE9C 0.9825362236074002
@ 3FEBBE59AF1930FA 0.8669861240282721
@ 3FE0D330B0E43CD4 0.5257800536072872
@ 3FEDA5130216ECCE 0.9264006653605976
@ 3FD56C54EF62DF74 0.3347370469814372
@ 3F9C3CED8A492DE0 0.0275761714604367
@ 3FD3AC7D03797FD2 0.3074028524333673
@ 3FDE31BF40438B22 0.4717863204552250
@ 3FE34ECC447B17B8 0.6033688867107605
@ 3FC38F6307E87C34 0.1528133190740576
@ 3FEE0DFB3A41530F 0.9392067086979256
@ 3FE44E47A099C87E 0.6345556389553761
@ 3FE60F1EC02159CF 0.6893457176727739
@ 3FEB8F1E3AAF0564 0.8612204691091105
@ 3FE28709247C9785 0.5789838516836744
@ 3FE75C459D2BC481 0.7300136632676556
@ 3FB1C7855283BF08 0.0694506956531279
@ 3FDDC2B78226AF8E 0.4650095721251483
@ 3FE7850F1C5A264C 0.7349925569298619
@ 3FE28F21977A814E 0.5799720724644801
@ 3FDAEF789446727C 0.4208661506652687
@ 3FEFD70F0E34E6AA 0.9950022962068108
@ 3FBF97F35A8C7B98 0.1234123321596442
@ 3FDED38A47E0728E 0.4816613866731040
@ 3FBFAAE373B74CC0 0.1237013013372232
@ 3FC2C0ACBBA54F00 0.1465049663771580
@ 3FE605536CF25003 0.6881501319753628
@ 3FE8940FB4D32FD0 0.7680738956200859
@ 3FE1EB9821BA8240 0.5600090655098668
@ 3FC6F51F61AB0850 0.1793555476088522
@ 3FED30D07BECAD1B 0.9122087879563056
@ 3FEA0783F074EADD 0.8134174057407467
@ 3FEE5858DB97D826 0.9482845581940225
@ 3FC526F36E059318 0.1652511870589926
@ 3FD6B7878BC539BA 0.3549517502732688
@ 3FC3316E712C0A5C 0.1499460270498102
@ 3FB4207CCEA1C548 0.0786207203361943
@ 3FE405AF2D079FD3 0.6256938819396914
@ 3FE32D5B8E597091 0.5992868213902672
@ 3FD77532D23A9342 0.3665282300010412
@ 3F984B4472729600 0.0237246222356102
@ 3FD89F18D9CDB2C2 0.3847105147349731
@ 3FE80989EB1E4F54 0.7511643974453173
@ 3FEBAD9886606E6D 0.8649408936066273
@ 3FED918B053EE873 0.9240164854484320
@ 3FE78AF43CA04002 0.7357121643162829
@ 3FE0ADFCBE0994BD 0.5212386809986566
@ 3FC1A8710AB340E4 0.1379529287573923
@ 3FE6E92F1557ADD7 0.7159648339124328
@ 3FE0880CF4B16748 0.5166077403220948
@ 3FD6ED9FA12DE58A 0.3582533906952327
@ 3FE8D105EAA1D9DD 0.7755155165348772
@ 3FD4DF7BB083D79C 0.3261403297213918
@ 3FE4373C0A2EC0C2 0.6317424963836162
@ 3FE2DEA845035009 0.5896798465641960
@ 3FECD9A2CCB86A3D 0.9015668867535350
@ 3FEA1329273B5BEC 0.8148389593360412
@ 3FD224931130331C 0.2834823291639610
@ 3FECCAA90F6FBFFF 0.8997388173575017
@ 3FE159B5C306DCAD 0.5422009286038666
@ 3FDC0090C4218438 0.4375345149365475
@ 3FED8C2277AFE485 0.9233562791479392
@ 3FE99AFB26E52995 0.8001685866996008
@ 3FD56FE270F522B2 0.3349538901425532
@ 3FD037FA0F37E0F4 0.2534165524116496
@ 3FEB0E3DBA80393A 0.8454884188265972
@ 3FC58B161595B2CC 0.1683070760149320
@ 3FEFCF1CB13EA131 0.9940322362718118
@ 3FE0EC2CAF255CF7 0.5288299008197147
@ 3FEF6380BB016B41 0.9808963444187172
@ 3FE9AD0D05B0D0BA 0.8023743735452833
@ 3FD0E11999D71B00 0.2637390138956306
@ 3FA218F5EA5B3820 0.0353466843204020
@ 3FE098B0B639E8FF 0.5186389502626126
@ 3FAED73DC094BDC0 0.0602359101852659
@ 3FE0289A22567273 0.5049563093812836
@ 3FE2451A1D4C3F84 0.5709353039001006
@ 3FE03045100AC3CE 0.5058923066445631
@ 3FE8E2E03F700889 0.7776948203102317
@ 3FEA9FD4BDAC356A 0.8320106224579551
@ 3FBBF89248868AB8 0.1092616488518087
@ 3FD3556AE9F54042 0.3020884785410126
@ 3FC84C1DDFC324B8 0.1898228972043279
@ 3FE7B7C595AD3123 0.7411830829019305
@ 3FB10C8C219C4800 0.0665977079445668
@ 3FC47DB8F1421A58 0.1600867441195131
@ 3FE12F946C9282BB 0.5370580788185956
@ 3FE0E7BCF2B8D053 0.5282883396780654
@ 3FD7F20DA2B6854C 0.3741487587922918
@ 3FDCC31CA907141E 0.4494086886082317
@ 3FDD60BAA57ECB48 0.4590288749852118
@ 3FB09DC79BCC5028 0.0649075274816943
@ 3FB3342804DEC598 0.0750145923509734
@ 3FE8E6A22B418C77 0.7781535000652998
@ 3FA8E0474B698CE0 0.0485861091190374
@ 3FE563EAF500BACC 0.6684469971858902
@ 3FE7687DE12AFFB4 0.7315053365527917
@ 3FE7627FEA7BFAC7 0.7307738857051270
@ 3FB6C77C7C800D28 0.0889814189868515
@ 3FD509B820EF7534 0.3287182160982696
@ 3FDE4599D5A91BD8 0.4729981028107750
@ 3FD36B2459AD5C26 0.3034144283059866
@ 3FE65BB9D86F1773 0.6986970164514176
@ 3FC650005D2FAAD8 0.1743164496432061
@ 3F9EE4E470788640 0.0301700299879768
@ 3FE63024A6640870 0.6933768510646257
@ 3FC53E5E696A2300 0.1659658446044645
@ 3FBD135B81445C78 0.1135766211121892
@ 3FD432B093318C90 0.3155938565670988
@ 3FEAB1DEA8F827B4 0.8342126178915721
@ 3FC5D154A6629524 0.1704507648875416
@ 3FB04B0B9AFEA9F8 0.0636451009183147
@ 3FD60798BF0F7FDC 0.3442136636567719
@ 3FCDA2E29B3A6120 0.2315333612393795
@ 3FE36932EDBE63D3 0.6065916675025796
@ 3FD7B3EA99E340CA 0.3703562262353556
@ 3FE177D8E4832ABD 0.5458797896511310
@ 3FE8D79879CF8AB4 0.7763178233256753
@ 3FED741942E32DB3 0.9204222017664762
@ 3FDDFA8DB90253EC 0.4684175783852982
@ 3F8969CDDBE56A40 0.0124088366252880
